date,close,vol,vol2,vol3,br,ar,mtm,mtma,rsi1,rsi2,kdj-j,hsl,mms
 2019/11/28,16.18,22125616,335480,312256,104.35,103.89,1.77,1.35,55.93,58.64,75.79,2.72,63.31
 2019/11/29,15.9,19007222,306013,319803,104.04,96.29,1.54,1.48,49.12,54.56,56.66,2.34,58.81
 2019/12/02,16.16,20422460,241028,328328,115.47,101.35,1.48,1.69,55.2,57.55,40.36,2.51,55.9
 2019/12/03,16.09,14412116,192297,284964,117.54,104.7,1.59,1.7,53.15,56.46,30.07,1.77,54.98
 2019/12/04,15.85,13223602,178382,260964,116.05,103.29,1.34,1.66,46.1,52.72,15.35,1.63,54.15
 2019/12/05,16.17,19954790,174040,254760,122.65,105.31,0.21,1.32,55.53,56.88,15.9,2.45,53.93
 2019/12/06,16.16,17515050,171056,238535,121.1,99.6,0.2,1.06,55.17,56.71,20.56,2.15,54.13
 2019/12/09,16.76,31053756,192319,216673,124.15,102.48,0.6,0.9,69.5,63.79,66.79,3.82,59.38
 2019/12/10,16.7,19444572,202384,197340,112.93,97.68,1.04,0.83,66.93,62.67,86.43,2.39,62.09
 2019/12/11,16.9,20694558,217325,197854,116.41,98.9,-0.07,0.55,71.19,64.91,97.75,2.54,65.94
 2019/12/12,16.48,19566826,216550,195295,110.15,94.5,-0.09,0.32,53.75,57.07,77.22,2.4,62.62
 2019/12/13,16.61,15340316,212200,191628,111.34,89.38,0.07,0.29,57.61,58.75,73.46,1.89,60.67
 2019/12/16,16.69,16357967,182808,187564,115.51,91.15,0.51,0.34,60.07,59.81,75.09,2.01,58.2
 2019/12/17,17.04,25330826,194581,198482,132.71,102.44,1.14,0.43,69.39,64.19,95.9,3.11,61.68
 2019/12/18,16.87,17666536,188525,202925,128.77,104.54,0.71,0.38,61.08,60.69,93.96,2.17,62.58
 2019/12/19,16.93,21579604,192551,204550,139.84,111.69,0.84,0.53,62.96,61.5,68.06,2.65,63.36
 2019/12/20,16.69,15707224,193284,202742,124.59,102.13,0.84,0.69,51.11,56.43,35.25,1.93,59.43
 2019/12/23,16.68,20754242,202077,192443,138.69,112.7,0.51,0.76,50.64,56.22,19.13,2.55,57.16
 2019/12/24,16.9,13033852,177483,186032,141.96,115.17,0.74,0.8,60.38,59.82,28.1,1.6,56.37
 2019/12/25,17.02,13374508,168899,178712,120.4,99.71,0.26,0.65,64.92,61.69,42.45,1.64,59.11
 2019/12/26,17.22,17985672,161711,177131,127.87,101.92,0.52,0.62,71.45,64.69,64.35,2.21,63.49
 2019/12/27,16.9,21880976,174059,183671,119.27,92.07,0,0.48,52.63,56.92,47.58,2.69,61.93
 2019/12/30,17.46,29946104,192442,197260,140.99,108.91,0.98,0.5,69.5,64.95,83.21,3.68,63.46
 2019/12/31,18.29,34491208,235357,206420,132.78,105.63,1.68,0.7,81.33,73.07,89.62,4.24,67.15
 2020/01/02,18.48,33672616,275953,222426,175.65,122.5,1.79,0.87,83.13,74.55,89.12,4.14,75.52
 2020/01/03,18.3,16591777,273165,217438,164.77,123.14,1.26,1.04,74.93,70.56,82.15,2.04,77.83
 2020/01/06,18.09,18845616,267095,220577,165.67,128.62,1.22,1.15,65.83,66.06,71.35,2.32,74.19
 2020/01/07,18.44,25879124,258961,225701,188.96,142.97,1.51,1.41,72.51,69.58,74.65,3.18,71.59
 2020/01/08,18.11,17246570,224471,229914,160.04,130.71,1.42,1.48,59.38,62.87,64.77,2.12,67.66
 2020/01/09,18.57,16831172,190789,233371,189.77,143.65,1.89,1.51,68.82,67.62,75.7,2.07,68.29
 2020/01/10,19.31,23308662,204222,238694,221.04,159.18,2.41,1.62,78.48,73.56,91.08,2.86,69.93
 2020/01/13,19.58,21820520,210172,238633,198.99,153.11,2.56,1.83,81.05,75.36,97.34,2.68,75.69
 2020/01/14,19.21,16155150,190724,224842,196.39,158.69,1.99,1.96,67.75,68.4,82.26,1.99,75.76
 2020/01/15,19.2,11787546,179806,202139,173.12,144.48,2.3,2.1,67.39,68.22,73.78,1.45,73.04
 2020/01/16,19.2,14075429,174295,182542,181.87,144.41,1.74,2.15,67.39,68.22,69.54,1.73,69.54
