date,close,vol,vol2,vol3,br,ar,mtm,mtma,rsi1,rsi2,kdj-j,hsl,mms
 2020/12/09,21.82,6723803,68685,70930,89.65,97.67,-2.4,-1.66,22.02,34.21,-4.89,0.83,31.48
 2020/12/10,21.7,4334066,64834,66022,78.22,85.69,-2.25,-1.77,20.36,33.15,-2.69,0.53,28.65
 2020/12/11,21.42,5811429,61015,64910,74.28,89.03,-1.5,-1.73,16.82,30.73,1.9,0.71,25.86
 2020/12/14,21.3,4623185,56357,61255,73.47,84.49,-1.29,-1.74,15.44,29.72,2.29,0.57,23.67
 2020/12/15,21.75,11783782,66553,67375,72.35,85.27,-0.97,-1.69,38.25,38.08,35.1,1.45,26.68
 2020/12/16,21.16,5743572,64592,66639,68.97,86.11,-1.67,-1.68,26.85,32.54,33.32,0.71,28.07
 2020/12/17,21.55,8037280,71998,68416,56.5,70.79,-1.53,-1.54,40.84,38.94,45.83,0.99,33.38
 2020/12/18,21.51,5755399,71886,66451,58.81,75.89,-1.5,-1.41,39.9,38.53,54.95,0.71,33.81
 2020/12/21,21.26,7991894,78624,67490,60.55,78.16,-1.45,-1.4,34.03,35.96,51.73,0.98,35.7
 2020/12/22,20.3,11045054,77146,71849,46.44,65.12,-2.55,-1.61,20.29,28.09,24.38,1.36,30.36
 2020/12/23,19.51,11909590,89478,77035,40.36,59.03,-2.82,-1.92,14.5,23.48,9.15,1.46,23.24
 2020/12/24,19.64,8322959,90050,81024,47.44,64.24,-2.43,-2.05,19.06,25.67,5.96,1.02,18.6
 2020/12/25,19.32,6566632,91672,81779,49.46,66.63,-2.5,-2.21,16.47,23.84,0.42,0.81,16.96
 2020/12/28,18.79,8869119,93427,86025,46.59,61.43,-2.91,-2.44,12.96,21.12,-5.2,1.09,16.17
 2020/12/29,19.32,9999709,91336,84241,47.21,59.04,-2.1,-2.55,30.67,29.86,6.31,1.23,18.77
 2020/12/30,19.09,6118869,79755,84617,46.65,58.17,-2.21,-2.49,27.73,28.37,7.12,0.75,21.46
 2020/12/31,19.51,7398072,77905,83977,56.49,71.62,-2.24,-2.4,40.27,34.84,21.82,0.91,28.61
 2021/01/04,19.67,7602792,79977,85825,60.89,75.4,-1.49,-2.24,44.66,37.2,37.34,0.93,32.41
 2021/01/05,19.53,8256445,78752,86089,57,69.97,-2.02,-2.16,41.46,35.95,55.82,1.01,36.26
 2021/01/06,20.66,21891160,102535,96935,65.26,79.35,-0.85,-1.82,65.44,50.5,94.8,2.69,43.91
 2021/01/07,20.06,12307977,114913,97334,58.41,69.26,-1.2,-1.67,51.89,44.63,89.11,1.51,47.31
 2021/01/08,20.07,8308658,116734,97319,60.11,73.92,-0.23,-1.34,52.09,44.75,84.2,1.02,51.41
 2021/01/11,19.64,8810557,119150,99563,62,73.53,0.13,-0.94,42.96,40.72,63.46,1.08,46.32
 2021/01/12,19.56,8003262,118643,98698,63.13,74.58,-0.08,-0.71,41.34,39.99,45.53,0.98,43.92
 2021/01/13,19.94,11942187,98745,100640,70.58,82.17,0.62,-0.27,51.71,45.09,47.42,1.47,44.02
 2021/01/14,20.32,11865558,97860,106387,77.86,88.78,1.53,0.13,60.16,49.76,64.55,1.46,48.46
 2021/01/15,19.97,7222913,95689,106212,76.02,86.7,0.65,0.44,50.41,45.84,54.1,0.89,51.2
 2021/01/18,19.41,15640112,109348,114249,69.32,79.66,0.32,0.53,38.44,40.31,30.56,1.92,48.53
 2021/01/19,19.21,8331587,110005,114324,69.47,81.03,-0.3,0.46,34.89,38.5,11.64,1.02,42.66
 2021/01/20,19.01,6542444,99205,98975,68.53,82.78,-0.66,0.36,31.41,36.7,-4.91,0.8,37.97
 2021/01/21,19.09,7099294,89673,93767,69.73,83.26,-0.44,0.18,34.55,37.97,-4.66,0.87,36.81
 2021/01/22,18.21,14780691,104788,100239,67.73,78.31,-2.45,-0.48,21.55,30.63,-11.16,1.82,32.93
 2021/01/25,17.59,18655920,110820,110084,60.59,71.41,-2.47,-1,16.35,26.66,-3.76,2.29,28.15
 2021/01/26,17.52,10614843,115386,112696,59.14,68.92,-2.55,-1.48,15.83,26.25,-0.31,1.3,22.52
 2021/01/27,17.64,6520387,115342,107274,64.58,74.27,-2,-1.76,20.98,28.35,5.4,0.8,21.63
 2021/01/28,17.25,5908262,112960,101316,68.96,77.3,-2.31,-2.04,16.94,25.75,0.14,0.73,21.34
 2021/01/29,17.34,5700680,94800,99794,78.41,80.02,-2.6,-2.4,21.14,27.42,4.82,0.7,22.13
 2021/02/01,17.36,4892830,67274,89047,71.57,73.98,-2.96,-2.48,22.19,27.82,10.35,0.6,22.03
 2021/02/02,17.67,7246946,60538,87962,79.02,81.29,-2.3,-2.45,37.64,33.9,24.63,0.89,26.42
 2021/02/03,17.52,4983544,57465,86403,81.18,86.11,-1.89,-2.34,33.75,32.46,27.53,0.61,29.15
 2021/02/04,16.85,8087768,61824,87392,66.1,72.71,-2.36,-2.4,21.72,26.88,24.63,0.99,28.87
 2021/02/05,17.33,9743387,69909,82355,77.97,86.59,-1.68,-2.3,40.08,35.54,51.11,1.2,29.84
 2021/02/08,18.01,11860510,83844,75559,79.79,88.33,-1.08,-2.04,57.17,45.51,89.19,1.46,36.49
 2021/02/09,18.01,8564820,86480,73509,77.42,88.08,-0.2,-1.58,57.17,45.51,106.09,1.05,45.95
 2021/02/10,18.22,8466103,93445,75455,82.54,93.46,0.63,-1.1,61.99,48.44,112.3,1.04,52.31
 2021/02/18,18.51,9015701,95301,78562,75.42,80.79,0.99,-0.62,67.96,52.31,111.08,1.11,55.59
 2021/02/19,20.36,22667096,121148,95529,102.62,107.56,2.72,0.23,85.46,68.66,117.41,2.79,65.82
 2021/02/22,21.33,45645708,188719,136282,124.79,113.49,4.08,1.19,89.18,73.8,105.04,5.61,76.43
 2021/02/23,21.6,26862848,225315,155897,128.01,125.58,4.26,2.08,90.03,75.04,100.74,3.3,85.61
 2021/02/24,22.14,32804424,273992,183718,139.81,137.07,4.78,2.91,91.61,77.38,99.82,4.03,88.61
 2021/02/25,22.61,33171268,322303,208802,139.01,132.79,4.94,3.63,92.81,79.23,98.99,4.08,90.39
 2021/02/26,21.36,24571330,326111,223630,113.97,121.81,3.84,4.1,63.82,64.04,79.22,3.02,84.07
 2021/03/01,21.81,17126356,269072,228896,119.65,128.19,4.96,4.48,68.12,66.56,75.19,2.1,78.06
 2021/03/02,22.07,21917504,259182,242248,138,146.27,4.74,4.59,70.55,67.97,75.63,2.69,72.05
 2021/03/03,22.11,19967468,233508,253750,142.53,139.69,4.1,4.56,70.96,68.2,76.54,2.45,73.82
 2021/03/04,21.44,18074104,203314,262808,133.91,135.46,3.43,4.34,55.49,60.42,42.85,2.22,70.59
 2021/03/05,20.52,19618144,193407,259759,116.88,122.66,2.3,3.9,40.83,51.6,11.57,2.41,62.5
 2021/03/08,20.03,12310994,183776,226424,125.82,125.66,1.52,3.51,34.93,47.57,-13.27,1.51,52.42
 2021/03/09,19.22,13530435,167002,213092,122.61,118.16,-1.14,2.49,27.15,41.7,-12.18,1.66,43.59
 2021/03/10,18.99,8880565,144828,189168,122.17,110.94,-2.34,1.31,25.24,40.16,-12.32,1.09,38.34
 2021/03/11,20.89,25764726,160210,181762,137.42,117.99,-0.71,0.51,56,55.08,24.88,3.17,42.23
 2021/03/12,21.74,34994752,190963,192185,152.45,126.56,-0.4,-0.13,63.96,59.95,60.28,4.3,51.01
 2021/03/15,21.47,19795760,205932,194854,142.15,137.12,-1.14,-0.7,59.84,57.78,74.82,2.43,59.43
 2021/03/16,21.52,14501740,207875,187439,137.89,134.31,0.16,-0.93,60.4,58.09,89.99,1.78,60.74
 2021/03/17,21.09,14847598,219809,182319,130.41,124.87,-0.72,-0.86,52.71,54.38,90.1,1.82,58.02
 2021/03/18,20.93,10377250,189034,174622,129.52,124.19,-1.14,-0.66,49.88,53.01,84.74,1.28,55.67
 2021/03/19,20.31,9919520,138884,164923,132.02,127.73,-1.8,-0.84,39.9,47.89,66.27,1.22,50.69
 2021/03/22,20.5,8942058,117176,161554,125.54,124.27,-0.94,-0.93,44.02,49.52,58.07,1.1,48.36
 2021/03/23,21.42,25678860,139531,173703,133.55,126.15,0.9,-0.59,59.96,56.67,64.67,3.16,50.27
 2021/03/24,20.02,16997640,143831,181820,121.61,122.96,-0.01,-0.62,39.45,45.88,15.73,2.09,49.46
 2021/03/25,20.01,8207128,139490,164262,118.82,124.93,0.79,-0.37,39.33,45.82,0.99,1.01,47.79
 2021/03/26,20.4,10660170,140972,139928,119.04,121.99,1.41,0.06,46.63,49.03,7.37,1.31,44.18
 2021/03/29,22.03,43024008,209136,163156,121.19,116.4,1.14,0.55,66.72,59.87,57.66,5.29,51
 2021/03/30,21.78,23290156,204358,171944,101.77,103.5,0.04,0.71,62.4,57.81,75.92,2.86,56.84
 2021/03/31,21.85,13601105,197565,170698,100.93,101.39,0.38,0.63,63.2,58.25,86.02,1.67,61.26
 2021/04/01,22.29,18230908,217613,178552,95.28,93.4,0.77,0.76,68.3,61.03,102.2,2.24,61.78
 2021/04/02,21.84,11593083,219479,180225,87.77,88.01,0.75,0.75,58.38,56.81,95.71,1.42,61.17
 2021/04/06,21.97,10552360,154535,181835,97.12,88.56,1.04,0.69,60.37,57.73,94.57,1.3,60.8
 2021/04/07,22.35,15921575,139798,172078,93.96,87.16,2.04,0.84,66.08,60.42,103.58,1.96,60.43
 2021/04/08,22.33,13691174,139978,168772,89.13,84.25,1.83,1.14,65.48,60.2,97.37,1.68,62.11
 2021/04/09,21.88,11130224,125777,171695,88.76,91.03,0.46,1.15,52.67,55.27,66.13,1.37,60.72
 2021/04/12,21.08,11864661,126320,172899,88.07,85.41,1.06,1.2,37.16,47.68,20.24,1.46,54.13
 2021/04/13,20.78,9993550,125202,139869,95.76,93.4,0.77,1.2,32.81,45.15,-5.31,1.23,46.42
 2021/04/14,20.99,6788586,106936,123367,96.28,96.68,0.59,1.13,38.82,47.29,-7.5,0.83,42.47
 2021/04/15,20.62,7030070,93614,116796,101.35,103.99,-1.41,0.55,32.65,43.99,-9.88,0.86,40.73
 2021/04/16,20.82,5793171,82940,104358,104.26,112.37,-0.96,0.08,38.95,46.2,-2.68,0.71,41.45
 2021/04/19,21.15,8252607,75716,101018,89.21,98.1,-0.7,-0.11,48.49,49.77,12.69,1.01,42.94
 2021/04/20,21.14,9762354,75254,100228,82.56,95.6,-1.15,-0.48,48.21,49.66,21.26,1.2,46.03
 2021/04/21,20.85,5110519,71897,89417,84.11,92.5,-0.99,-0.77,40.29,46.45,17.47,0.63,46.22
 2021/04/22,20.59,6055937,69949,81782,85.44,92.09,-1.38,-1.1,34.24,43.68,12.53,0.74,43.03
 2021/04/23,20.53,5576756,69516,76228,86.49,98.34,-1.82,-1.17,32.87,43.03,11.02,0.69,39.56
 2021/04/26,20.4,9241204,71494,73605,89.54,100.55,-1.93,-1.33,29.78,41.58,9.19,1.14,37.03
 2021/04/27,19.77,14834514,81638,78446,85.42,91.8,-2.11,-1.56,19.25,35.28,18.41,1.82,32.79
 2021/04/28,19.41,10483899,92385,82141,82.21,85.05,-1.67,-1.65,15.49,32.24,11.7,1.29,27.45
 2021/04/29,19.51,4994183,90261,80105,67.06,76.18,-1.27,-1.7,20.65,33.97,11.84,0.61,23.86
 2021/04/30,19.33,6260904,91629,80573,73.25,74.73,-1.66,-1.74,18.25,32.35,7.9,0.77,22.65
 2021/05/06,20.02,8609743,90366,80930,79.19,80.14,-0.6,-1.54,46.78,43.59,37.72,1.06,29.2
 2021/05/07,20.59,13411037,87520,84579,80.11,88.49,-0.23,-1.26,60.46,50.93,78.74,1.65,38.65
 2021/05/10,20.9,10576800,87705,90045,64.94,78.96,-0.25,-0.95,66.14,54.45,102.76,1.3,50.67
 2021/05/11,20.74,6642470,91002,90632,64.46,82.9,-0.4,-0.73,60.74,52.34,105.82,0.82,55.21
 2021/05/12,21.26,11773216,102027,96828,71.27,87.98,0.41,-0.45,70.22,58.1,111.97,1.45,58.78
 2021/05/13,20.84,13599785,112007,101187,70.05,90.04,0.25,-0.14,56.9,52.51,91.67,1.67,57.55
 2021/05/14,20.91,7445198,100075,93797,75.5,91.52,0.38,0.03,58.47,53.32,81.74,0.92,57.88
 2021/05/17,20.64,7827353,94576,91141,75.75,92.67,0.24,0.1,50.01,49.72,67.92,0.96,53.36
 2021/05/18,20.33,7697511,96686,93844,73.36,89.17,0.56,0.24,41.69,45.85,50.14,0.95,49.83
 2021/05/19,20.52,8660553,90461,96244,77.57,88.12,1.11,0.49,48.05,48.53,30.67,1.06,47.3
 2021/05/20,20.5,6035035,75331,93669,72.44,84.73,0.99,0.59,47.4,48.25,21.1,0.74,46.56
 2021/05/21,20.36,5150552,70742,85408,78.67,92.2,1.03,0.72,42.54,46.26,11.64,0.63,46.78
 2021/05/24,19.93,6051432,67190,80883,76.64,87.91,-0.09,0.64,30.89,40.62,-7.17,0.74,42.6
 2021/05/25,21.36,18066414,87928,92307,93.56,104.68,0.77,0.73,66.98,58.82,45.18,2.22,47.96
 2021/05/26,21.31,10289669,91186,90824,97.15,107.71,0.41,0.7,65.55,58.14,77.05,1.26,54.03
 2021/05/27,21.58,9425013,97966,86649,95.75,109.51,0.84,0.66,69.75,60.81,99.82,1.16,64.34
 2021/05/28,21.52,7827162,103319,87031,91.89,104.52,0.26,0.54,67.55,59.89,104.37,0.96,64.76
 2021/05/31,20.13,8370955,107958,87574,76.07,95.3,-0.71,0.25,36.01,43.25,45.49,1.03,57.11
 2021/06/01,20.06,6820310,85466,86697,77.48,91.23,-0.85,0.12,35.02,42.6,14.16,0.84,47.87
 2021/06/02,19.68,8044551,80976,86081,75.93,90.49,-0.96,-0.17,29.71,39.12,-1.86,0.99,37.49
 2021/06/03,19.74,6879857,75886,86926,76.24,89.36,-0.59,-0.34,31.67,39.96,-4.28,0.85,35.98
 2021/06/04,19.53,5010513,70252,86786,72.76,85.23,-0.99,-0.64,28.35,37.95,-6,0.62,33.81
 2021/06/07,19.75,5300336,64111,86035,83.77,98.88,-0.75,-0.81,36.7,41.33,1.97,0.65,35.1
 2021/06/08,19.58,5195420,60861,73164,84.77,99.23,-0.78,-0.82,33.12,39.52,1.92,0.64,35.04
 2021/06/09,19.43,4128632,53030,67003,82.63,94.46,-0.5,-0.76,30.02,37.91,-1.82,0.51,35.15
 2021/06/10,19.17,6847709,52965,64425,83.95,96.17,-2.19,-0.97,25.13,35.22,-4.46,0.84,32.14
 2021/06/11,19.41,5158416,53261,61757,81.6,85.54,-1.9,-1.19,36.58,39.55,15.75,0.63,32.4
 2021/06/15,19.6,7018566,56697,60404,73.91,77.18,-1.98,-1.35,44.63,42.85,52.46,0.86,35.23
 2021/06/16,19.67,6410914,59128,59995,73.13,73.2,-1.85,-1.53,47.57,44.07,73.48,0.79,40.05
 2021/06/17,19.62,3780899,58433,55731,74,74.73,-0.51,-1.49,45.5,43.35,78.25,0.46,42.11
 2021/06/18,19.19,6266069,57270,55117,62.58,62.65,-0.87,-1.55,31.39,37.55,44.85,0.77,39.35
 2021/06/21,18.18,12218695,71390,62326,54.68,54.6,-1.5,-1.43,16.75,27.97,13.49,1.5,31.41
 2021/06/22,17.91,7831416,73016,64857,54.79,58.33,-1.83,-1.42,14.57,26.03,-1.92,0.96,23.03
 2021/06/23,17.83,6930568,74055,66592,53.34,56.54,-1.7,-1.38,13.93,25.46,-3.52,0.85,17.44
 2021/06/24,17.33,10437796,87369,72901,52.52,54.24,-2.42,-1.47,10.46,22.16,-7.54,1.28,15
 2021/06/25,17.64,6848551,88534,72902,50.8,54.21,-1.94,-1.71,24.46,28.44,2.55,0.84,16.77
 2021/06/28,17.39,7124951,78347,74868,51.22,50.06,-2.04,-1.91,21.24,26.56,1.54,0.88,17.92
 2021/06/29,17.36,4304635,71293,72154,51.08,52.5,-1.81,-1.96,20.85,26.33,1.41,0.53,20.34
 2021/06/30,17.48,3144301,63720,68888,54.32,54.57,-1.93,-1.97,27.33,28.99,5.88,0.39,20.84
 2021/07/01,17.82,10943334,64732,76050,44.11,46.44,-1.78,-1.99,43.15,36.14,25.85,1.35,26.02
 2021/07/02,17.26,7268616,65572,77053,42.24,46.72,-2.41,-1.99,30.17,30.61,13,0.89,28.54
 2021/07/05,17.21,6128647,63579,70963,40.99,45.94,-2.41,-2.06,29.23,30.16,14.96,0.75,29.39
 2021/07/06,17.58,7127359,69225,70259,45.37,53.45,-1.61,-1.99,44.59,37.57,39.91,0.88,30.29
 2021/07/07,17.69,6502469,75941,69831,54.6,57.71,-0.49,-1.77,48.57,39.64,58.88,0.8,35.04
 2021/07/08,17.18,8122190,70299,67515,52.45,55.3,-0.73,-1.57,34.7,33.93,33.91,1,37.06
 2021/07/09,17.19,4437263,64636,65104,56.27,60.37,-0.64,-1.38,35.13,34.14,21.73,0.55,35.29
 2021/07/12,17.08,7070785,66520,65050,57.85,60.81,-0.25,-1.02,32.29,32.92,8.49,0.87,31.82
 2021/07/13,17.14,5627145,63520,66372,59.26,62.25,-0.5,-0.7,35.7,34.31,19.95,0.69,32.06
 2021/07/14,16.8,6630235,63775,69858,56.7,59.9,-0.59,-0.53,26.59,30.42,10.77,0.81,30.17
 2021/07/15,16.72,6908677,61348,65823,54.17,57.51,-0.64,-0.56,24.81,29.56,20.72,0.85,28.48
 2021/07/16,16.53,4930615,62335,63485,54.38,59.79,-0.95,-0.59,20.82,27.54,14.99,0.61,25.03
 2021/07/19,16.04,8545896,65285,65903,52.17,57.45,-1.78,-0.78,13.91,23.1,6.35,1.05,21.47
 2021/07/20,16.17,4587607,63206,63363,49.42,58.28,-1.09,-0.92,22.14,26.53,9.15,0.56,20.22
 2021/07/21,16.55,7565580,65077,64426,55.91,63.66,-0.66,-0.95,41.69,35.67,32,0.93,24.83
 2021/07/22,16.7,7565572,66391,63869,53.23,68.63,-0.88,-1,47.89,38.94,50.97,0.93,33.24
 2021/07/23,16.87,7284951,71099,66717,60,70.69,-0.82,-1.03,54.48,42.56,72.88,0.9,41.63
 2021/07/26,16.09,9856218,73720,69502,57.73,68.24,-1.09,-1.05,32.13,32.83,37.87,1.21,40.07
 2021/07/27,16.1,7954216,80453,71830,70.82,74.34,-1.09,-0.94,32.55,33.05,22.01,0.98,36.93
 2021/07/28,15.53,8171718,81665,73371,62.44,67.23,-1.55,-1.01,22.78,27.58,15.59,1,29.27
 2021/07/29,15.61,7438704,81412,73901,64.71,69.27,-1.53,-1.16,26.5,29.37,16.26,0.91,27.64
 2021/07/30,15.55,5754245,78350,74725,67.55,74.97,-1.25,-1.22,25.4,28.79,15.59,0.71,25.6
 2021/08/02,17.09,24110044,106858,90289,78.71,87.63,0.37,-1.02,67.26,54.19,77.74,2.96,38.43
 2021/08/03,17.22,19191796,129333,104893,83.44,92.9,0.69,-0.73,69.02,55.65,100.32,2.36,50.96
 2021/08/04,17.1,11649993,136290,108977,81.61,92.81,1.06,-0.37,65.14,53.92,105.23,1.43,62.87
 2021/08/05,17.37,14989592,151391,116401,84.8,101.2,1.2,0.09,69.74,57.18,108.42,1.84,64.04
 2021/08/06,17.47,9040114,157963,118157,75.67,94.33,0.92,0.5,71.41,58.37,110.68,1.11,65.11
 2021/08/09,18.46,20636794,151017,128937,96.35,120.22,1.76,1,82.75,67.98,107.35,2.54,71.1
 2021/08/10,18.5,12089302,136812,133072,94.12,115.2,1.63,1.21,83.08,68.31,104.74,1.49,75.77
 2021/08/11,18.29,12039613,137591,136940,88.72,109.79,2.2,1.46,74.25,64.58,97.67,1.48,77.91
 2021/08/12,17.94,10668685,128949,140170,84.62,103.38,1.84,1.59,61.24,58.75,85.89,1.31,72.97
 2021/08/13,18.4,12073281,135015,146489,94.59,116.03,2.87,1.87,69.63,63.48,81.28,1.48,70.03
 2021/08/16,18.39,10627415,114997,133007,98.7,113.35,2.78,2.18,69.24,63.31,78.5,1.31,68.98
 2021/08/17,18.4,12876828,116572,126692,99.19,118.89,2.85,2.36,69.45,63.41,77.54,1.58,71.06
 2021/08/18,18.64,14882205,122257,129924,104,124.02,1.55,2.35,74.39,66.03,85.26,1.83,72.22
 2021/08/19,18.28,9951844,120823,124886,101.5,120.26,1.06,2.16,57.62,59.11,69.43,1.22,69.74
 2021/08/20,18.84,15179670,127036,131026,115.12,138.18,1.74,2.14,70.17,65.29,71.43,1.87,70.12
 2021/08/23,19.01,13667496,133116,124056,117.8,141.39,1.64,1.94,73.07,66.94,79.16,1.68,70.03
 2021/08/24,18.59,12676058,132715,124643,117.52,140.89,1.12,1.66,56.7,59.32,60.28,1.56,69.68
 2021/08/25,18.79,8437782,119826,121041,116.71,139.48,0.33,1.24,61.62,61.59,62.13,1.04,67.52
 2021/08/26,18.68,6600063,113122,116973,104.66,126.36,0.18,1.01,57.32,59.6,50.59,0.81,63.57
 2021/08/27,18.68,6633944,96031,111533,104.39,126.13,0.39,0.9,57.32,59.6,45.59,0.82,63.61
 2021/08/30,18.37,9571399,87838,110477,96.22,117.01,0.43,0.68,44.69,53.75,23.26,1.18,59.49
 2021/08/31,19.09,15055997,92598,112656,115.06,142.08,0.69,0.52,65.74,62.96,61.81,1.85,61
 2021/09/01,20.12,28269326,132261,126044,131.52,165.57,1.73,0.63,79.28,71.73,71.1,3.47,66.43
 2021/09/02,20.13,23255804,165573,139348,148.55,178.16,1.73,0.86,79.37,71.81,74.84,2.86,74.97
 2021/09/03,20.13,14661679,181628,138830,141.06,175.14,1.49,1.08,79.37,71.81,76.25,1.8,78.92
 2021/09/06,20.86,21933528,206353,147096,164.13,201,2.58,1.44,86.08,76.84,78.81,2.7,81.07
 2021/09/07,21.1,15820785,207882,150240,158.49,195.61,2.26,1.75,87.66,78.24,84.89,1.94,83.73
 2021/09/08,20.7,12257185,175858,154060,151.6,188.67,1.69,1.91,71.42,70.52,78.47,1.51,82.41
 2021/09/09,22.33,32880756,195108,180340,170.16,214.35,3.74,2.25,85.01,79.51,96.04,4.04,82.73
 2021/09/10,23.71,60514848,286814,234221,197.72,225.53,4.92,2.78,89.89,84.01,94.9,7.44,84.08
 2021/09/13,26.08,70502856,383953,295153,236.2,247.47,7.4,3.76,93.95,88.67,103.96,8.67,90.83
 2021/09/14,25.31,42204944,436721,322302,196.9,219.63,6.63,4.44,81.23,80.37,92.16,5.19,90.07
 2021/09/15,23.91,37347188,486901,331380,170.78,181.05,5.54,4.99,62.71,67.77,70.42,4.59,82.16
 2021/09/16,24.02,33428636,487997,341552,185.79,185.36,4.93,5.53,63.49,68.2,58.87,4.11,73.05
 2021/09/17,24.7,26548944,420065,353440,209.03,189.4,4.58,5.67,68.42,70.81,60.63,3.26,68.85
 2021/09/22,25.2,21171844,321403,352678,206.62,184.56,5.07,5.69,71.79,72.61,68.33,2.6,71
 2021/09/23,24.58,37769440,312532,374627,193.1,172.7,4.45,5.2,61.97,67.01,65.13,4.64,70.4
 2021/09/24,22.12,31499860,300837,393869,158.84,141.6,1.26,4.31,37.53,50.25,12.09,3.87,61.35
 2021/09/27,19.96,39195828,312372,400184,135.44,120.21,-1.14,3.19,26.51,40.53,-12.25,4.82,47.64
 2021/09/28,19.99,15941825,291158,355611,141.14,124.45,-0.71,2.25,26.87,40.71,-18.99,1.96,36.58
 2021/09/29,18.64,33247636,315309,318356,122.55,110.87,-3.69,0.87,21.28,35.6,-19.34,4.09,30.81
 2021/09/30,18.93,15471322,270713,291623,125.05,111.12,-4.78,-0.77,25.29,37.44,-14.08,1.9,29.81
 2021/10/08,19.04,13555256,234824,267831,130.33,111.23,-7.04,-2.68,26.98,38.17,-8.24,1.67,29.08
 2021/10/11,18.89,13964710,184362,248367,132.28,111.43,-6.42,-3.96,26.01,37.52,-5.16,1.72,30.07
 2021/10/12,18.64,15174637,182827,236992,128.37,110.53,-5.27,-4.65,24.28,36.39,-2.05,1.87,29.67
 2021/10/13,18.24,18449972,153232,234271,121.74,107.21,-5.78,-5.5,21.52,34.57,1.1,2.27,28.13
 2021/10/14,18.16,10174277,142638,206675,122.28,108.6,-6.54,-5.97,20.95,34.2,5.95,1.25,26.7
 2021/10/15,18,8666121,132859,183842,116.32,101.85,-7.2,-6.38,19.7,33.42,9.53,1.07,25.4
 2021/10/18,18.04,9661371,124253,154307,104.13,92.34,-6.54,-6.29,21.11,33.83,16.04,1.19,25.12
 2021/10/19,17.81,13643600,121191,152009,100.47,90.53,-4.31,-5.94,18.82,32.56,12.82,1.68,24.41
 2021/10/20,17.55,10135379,104562,128897,100.12,88.99,-2.41,-5.46,16.41,31.12,5.87,1.25,23.39
 2021/10/21,17.66,13336852,110887,126762,93.17,80.37,-2.33,-4.89,21.52,32.5,6.58,1.64,22.93
 2021/10/22,17.76,24155048,141864,137362,94.02,81.86,-0.88,-3.94,26.43,33.81,15.53,2.97,23.79
 2021/10/25,17.55,13672976,149888,137070,89.56,80.47,-1.38,-2.98,22.83,32.37,36.94,1.68,24.61
 2021/10/26,17.4,11007779,144616,132903,81.48,70.44,-1.64,-2.16,20.44,31.33,44.16,1.35,24.14
 2021/10/27,16.73,12655552,149656,127109,65.66,60.27,-2.16,-1.8,13.1,27.07,20.17,1.56,20.9
 2021/10/28,16.89,13560607,150104,130495,55.61,53.18,-1.75,-1.69,21.21,29.56,14.53,1.67,19.82
 2021/10/29,17.4,12070697,125935,133900,59.88,49.74,-0.84,-1.44,41.93,37.04,33.61,1.48,23.48
 2021/11/01,17.75,12500021,123589,136739,67.67,56.03,-0.41,-1.36,52.27,41.67,57.83,1.54,31.71
 2021/11/02,17.01,12247397,126069,135342,55.85,49.22,-0.99,-1.3,36.01,35.63,37.2,1.51,35.34
 2021/11/03,17.44,8879983,118517,134087,50.6,48.21,-0.6,-1.13,47.42,41.05,44.41,1.09,37.66
 2021/11/04,17.44,6795300,104987,127545,45.9,43.9,-0.37,-0.83,47.42,41.05,67.32,0.84,37.43
 2021/11/05,17,9194800,99235,112585,40.39,40.28,-0.55,-0.63,37.55,37.23,47.61,1.13,38.34
 2021/11/08,17.13,5599218,85433,104511,47.98,46.74,-0.53,-0.57,41.84,39.06,46.61,0.69,37.32
 2021/11/09,17.44,7582809,76104,101086,61.51,60.2,-0.32,-0.56,51.39,43.35,64.87,0.93,38.65
 2021/11/10,17.05,10085570,78515,98516,54.36,54.42,-0.5,-0.48,41.18,39.53,41.74,1.24,39.92
 2021/11/11,18.09,24750884,114427,109707,79.1,73.64,0.69,-0.26,64.05,51.87,75.23,3.04,46.59
 2021/11/12,17.55,16966156,129969,114602,70.24,67.79,0.82,-0.06,51.56,46.49,63.74,2.09,48.05
 2021/11/15,17.4,8621836,136015,110724,64.79,70.45,0.51,0.11,48.41,45.08,47.54,1.06,50.83
 2021/11/16,17.17,8008581,136866,106485,59.75,68.96,-0.23,0.16,43.52,42.89,27.04,0.98,46.06
 2021/11/17,17.24,6001993,128699,103607,65.24,70.61,-0.51,0.13,45.53,43.8,21.05,0.74,44.64
 2021/11/18,17.21,7805987,94809,104618,74.53,77.27,0.2,0.25,44.71,43.48,17.41,0.96,43.79
 2021/11/19,17.34,8293636,77464,103717,79.64,82.07,-0.1,0.11,49.44,45.37,23.46,1.02,45.12
 2021/11/22,17.19,7058388,74337,105176,79.3,81.47,-0.25,-0.06,44.21,43.53,19.3,0.87,44.95
 2021/11/23,17.3,8005827,74332,105599,85.66,87.54,0.3,-0.1,48.96,45.31,16.17,0.98,45.93
 2021/11/24,17.5,11632178,85592,107145,92.46,94.96,0.37,0,56.95,48.52,39.2,1.43,47.64
 2021/11/25,17.8,13299349,96579,95694,100.29,103.21,0.36,0.15,66.42,53.02,83.69,1.63,52.78
 2021/11/26,17.5,11898482,103788,90626,93.24,100,0.45,0.19,52.55,48.4,73.1,1.46,54.29
